age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42,technician,married,secondary,False,0,False,False,cellular,30,jul,351,2,-1,0,unknown,False
45,technician,divorced,secondary,False,245,True,False,cellular,30,jul,76,3,-1,0,unknown,False
50,blue-collar,married,secondary,False,917,True,False,cellular,30,jul,58,2,-1,0,unknown,False
45,unemployed,married,tertiary,False,579,True,False,cellular,30,jul,141,2,-1,0,unknown,False
55,services,divorced,secondary,False,1817,False,False,cellular,30,jul,404,4,-1,0,unknown,False
30,housemaid,married,primary,False,462,False,True,cellular,30,jul,274,3,-1,0,unknown,False
51,blue-collar,married,secondary,False,0,False,False,telephone,30,jul,145,4,-1,0,unknown,False
49,technician,married,primary,False,1415,True,False,cellular,30,jul,269,2,-1,0,unknown,False
45,entrepreneur,married,secondary,False,-479,True,False,cellular,30,jul,167,2,-1,0,unknown,False
51,retired,divorced,primary,False,1193,True,False,cellular,30,jul,85,2,-1,0,unknown,False
43,blue-collar,single,secondary,False,99,False,False,cellular,30,jul,226,2,-1,0,unknown,False
47,blue-collar,divorced,secondary,True,-535,True,False,cellular,30,jul,71,2,-1,0,unknown,False
27,self-employed,single,secondary,False,152,False,False,cellular,30,jul,80,3,-1,0,unknown,False
51,technician,divorced,secondary,False,43,False,False,cellular,30,jul,220,2,-1,0,unknown,False
55,services,married,secondary,False,96,False,False,telephone,30,jul,340,2,-1,0,unknown,False
45,blue-collar,single,unknown,False,713,False,False,cellular,30,jul,148,2,-1,0,unknown,False
51,blue-collar,divorced,primary,False,837,False,False,telephone,30,jul,41,2,-1,0,unknown,False
39,blue-collar,married,primary,False,1014,False,False,cellular,30,jul,261,4,-1,0,unknown,False
54,management,single,secondary,False,602,False,False,cellular,30,jul,101,2,-1,0,unknown,False
45,blue-collar,married,secondary,False,3,False,True,telephone,30,jul,154,2,-1,0,unknown,False
44,blue-collar,married,primary,False,0,True,False,cellular,30,jul,83,2,-1,0,unknown,False
46,technician,married,secondary,False,0,False,False,cellular,30,jul,77,2,-1,0,unknown,False
38,services,married,secondary,False,105,False,False,cellular,30,jul,244,2,-1,0,unknown,False
30,services,divorced,secondary,False,0,True,True,cellular,30,jul,102,3,-1,0,unknown,False
46,management,married,secondary,True,-333,False,True,cellular,30,jul,597,2,-1,0,unknown,False
52,management,married,tertiary,False,0,True,False,cellular,30,jul,161,6,-1,0,unknown,False
41,management,single,tertiary,False,1373,False,False,cellular,30,jul,81,2,-1,0,unknown,False
44,services,married,secondary,False,2439,True,False,cellular,30,jul,133,2,-1,0,unknown,False
36,entrepreneur,single,secondary,False,296,False,False,cellular,30,jul,122,2,-1,0,unknown,False
35,services,married,secondary,False,5,False,False,cellular,30,jul,153,2,-1,0,unknown,False
38,blue-collar,married,secondary,False,1149,False,False,cellular,30,jul,41,2,-1,0,unknown,False
56,retired,married,secondary,False,485,False,False,cellular,30,jul,70,2,-1,0,unknown,False
32,unemployed,married,tertiary,False,7,True,False,cellular,30,jul,29,3,-1,0,unknown,False
58,management,married,secondary,False,2739,True,False,cellular,30,jul,86,6,-1,0,unknown,False
54,admin.,married,primary,False,0,False,False,cellular,30,jul,255,2,-1,0,unknown,False
39,services,married,secondary,False,861,True,False,cellular,30,jul,218,4,-1,0,unknown,False
56,unemployed,married,secondary,False,1340,False,True,telephone,30,jul,197,6,-1,0,unknown,False
56,management,married,tertiary,False,247,False,False,cellular,30,jul,44,2,-1,0,unknown,False
36,unemployed,divorced,secondary,False,2178,True,False,cellular,30,jul,74,2,-1,0,unknown,False
54,technician,married,secondary,False,273,True,False,cellular,30,jul,55,3,-1,0,unknown,False
39,blue-collar,married,secondary,False,0,True,False,cellular,30,jul,61,3,-1,0,unknown,False
54,admin.,divorced,secondary,False,1383,True,True,cellular,30,jul,622,4,-1,0,unknown,False
45,admin.,divorced,unknown,False,998,True,False,telephone,30,jul,38,2,-1,0,unknown,False
42,blue-collar,single,primary,False,92,False,False,cellular,30,jul,86,2,-1,0,unknown,False
44,housemaid,divorced,primary,False,629,False,False,cellular,30,jul,432,4,-1,0,unknown,False
39,admin.,married,secondary,False,-139,False,False,cellular,30,jul,120,2,-1,0,unknown,False
40,management,divorced,tertiary,False,69,True,False,cellular,30,jul,149,2,-1,0,unknown,False
31,technician,married,secondary,False,0,True,False,cellular,30,jul,126,3,-1,0,unknown,False
57,blue-collar,married,primary,True,195,False,True,telephone,30,jul,185,4,-1,0,unknown,False
56,self-employed,married,secondary,False,784,False,True,cellular,30,jul,149,2,-1,0,unknown,False
44,services,married,secondary,False,1335,True,False,cellular,30,jul,94,5,-1,0,unknown,False
60,retired,divorced,secondary,False,1091,False,False,cellular,30,jul,441,5,-1,0,unknown,True
47,technician,married,tertiary,False,0,True,True,cellular,30,jul,89,2,-1,0,unknown,False
29,housemaid,married,secondary,False,1082,False,True,cellular,30,jul,77,4,-1,0,unknown,False
52,blue-collar,single,secondary,False,359,True,False,cellular,30,jul,444,2,-1,0,unknown,False
53,technician,married,secondary,False,1389,False,False,telephone,30,jul,34,4,-1,0,unknown,False
59,retired,married,secondary,False,0,True,False,cellular,30,jul,73,4,-1,0,unknown,False
42,blue-collar,married,unknown,False,-406,True,False,cellular,30,jul,152,5,-1,0,unknown,False
56,retired,divorced,secondary,False,1005,False,True,cellular,30,jul,69,4,-1,0,unknown,False
37,blue-collar,single,primary,False,554,True,False,cellular,30,jul,74,3,-1,0,unknown,False
44,unemployed,married,primary,False,51,False,False,cellular,30,jul,289,4,-1,0,unknown,False
38,entrepreneur,married,primary,False,0,True,False,cellular,30,jul,172,4,-1,0,unknown,False
44,blue-collar,married,primary,False,276,True,False,cellular,30,jul,535,2,-1,0,unknown,False
41,management,single,unknown,False,335,False,False,cellular,30,jul,44,4,-1,0,unknown,False
46,technician,divorced,secondary,False,2862,True,True,cellular,30,jul,132,3,-1,0,unknown,False
44,admin.,married,secondary,False,1305,False,False,cellular,30,jul,72,4,-1,0,unknown,False
58,unemployed,single,secondary,False,1013,True,False,cellular,30,jul,341,5,-1,0,unknown,False
35,admin.,divorced,secondary,False,0,False,False,cellular,30,jul,186,6,-1,0,unknown,False
41,blue-collar,divorced,primary,False,0,False,False,cellular,30,jul,509,2,-1,0,unknown,True
53,services,married,secondary,False,1194,False,False,telephone,30,jul,166,4,-1,0,unknown,False
55,management,single,secondary,False,1507,True,False,cellular,30,jul,114,3,-1,0,unknown,False
50,entrepreneur,married,secondary,False,1011,True,False,telephone,30,jul,340,2,-1,0,unknown,False
40,technician,married,secondary,False,286,False,False,cellular,30,jul,106,4,-1,0,unknown,False
46,self-employed,single,primary,False,2032,False,False,cellular,30,jul,424,2,-1,0,unknown,False
40,technician,married,secondary,False,657,True,False,cellular,30,jul,159,2,-1,0,unknown,False
50,blue-collar,divorced,primary,False,-333,False,True,cellular,30,jul,208,2,-1,0,unknown,False
35,blue-collar,married,primary,False,0,True,False,cellular,30,jul,359,2,-1,0,unknown,False
53,unemployed,single,secondary,False,4,False,False,cellular,30,jul,259,3,-1,0,unknown,False
48,blue-collar,married,secondary,False,-202,True,True,cellular,30,jul,225,4,-1,0,unknown,False
43,self-employed,divorced,primary,False,0,False,False,cellular,30,jul,266,6,-1,0,unknown,False
60,retired,married,primary,False,0,False,False,telephone,30,jul,130,3,-1,0,unknown,False
51,admin.,married,secondary,True,-160,False,True,cellular,30,jul,118,4,-1,0,unknown,False
59,management,married,tertiary,False,1308,False,False,cellular,30,jul,183,4,-1,0,unknown,False
60,housemaid,married,primary,False,726,False,True,cellular,30,jul,94,5,-1,0,unknown,False
32,services,married,secondary,False,-31,False,True,telephone,30,jul,96,6,-1,0,unknown,False
54,technician,married,secondary,False,114,False,False,cellular,30,jul,458,3,-1,0,unknown,True
26,blue-collar,single,secondary,False,179,False,False,cellular,30,jul,103,3,-1,0,unknown,False
30,admin.,single,secondary,False,1223,True,False,cellular,30,jul,112,5,-1,0,unknown,False
47,blue-collar,married,primary,False,269,True,False,cellular,30,jul,145,5,-1,0,unknown,False
42,blue-collar,married,secondary,False,2374,False,False,cellular,30,jul,143,2,-1,0,unknown,False
45,technician,married,secondary,False,1841,True,False,cellular,30,jul,154,2,-1,0,unknown,False
36,technician,divorced,secondary,False,664,True,True,cellular,30,jul,266,4,-1,0,unknown,False
39,services,married,secondary,False,1116,True,False,cellular,30,jul,486,2,-1,0,unknown,False
40,admin.,divorced,secondary,False,4,False,False,cellular,30,jul,63,3,-1,0,unknown,False
37,student,divorced,tertiary,False,0,False,False,telephone,30,jul,100,6,-1,0,unknown,False
42,unemployed,single,secondary,False,2613,True,False,cellular,30,jul,174,6,-1,0,unknown,False
32,admin.,married,secondary,False,167,True,False,cellular,30,jul,103,6,-1,0,unknown,False
55,blue-collar,single,secondary,False,197,False,False,cellular,30,jul,95,6,-1,0,unknown,False
58,management,married,tertiary,False,591,True,False,cellular,30,jul,233,3,-1,0,unknown,False
30,services,single,secondary,False,726,True,True,cellular,30,jul,109,3,-1,0,unknown,False
44,management,married,secondary,False,-665,False,False,cellular,30,jul,342,3,-1,0,unknown,False
27,housemaid,married,primary,False,3,True,True,cellular,30,jul,64,4,-1,0,unknown,False
26,admin.,single,secondary,False,443,False,False,cellular,30,jul,84,3,-1,0,unknown,False
31,entrepreneur,married,secondary,False,1302,True,False,cellular,30,jul,89,3,-1,0,unknown,False
33,admin.,married,secondary,False,0,True,False,cellular,30,jul,41,5,-1,0,unknown,False
45,technician,married,secondary,False,2922,False,False,cellular,30,jul,153,3,-1,0,unknown,False
43,blue-collar,married,secondary,False,-179,True,False,cellular,30,jul,335,6,-1,0,unknown,False
55,management,married,tertiary,False,33,True,False,cellular,30,jul,246,3,-1,0,unknown,False
38,management,married,tertiary,False,-299,True,False,cellular,30,jul,86,3,-1,0,unknown,False
46,retired,married,secondary,False,119,False,True,cellular,30,jul,85,2,-1,0,unknown,False
59,management,married,tertiary,False,332,True,True,cellular,30,jul,35,2,-1,0,unknown,False
52,management,divorced,tertiary,False,147,False,False,cellular,30,jul,90,4,-1,0,unknown,False
55,entrepreneur,divorced,secondary,False,1553,False,False,cellular,30,jul,85,3,-1,0,unknown,False
55,self-employed,married,primary,False,2349,False,True,telephone,30,jul,350,3,-1,0,unknown,False
30,admin.,single,secondary,False,330,False,True,cellular,30,jul,115,5,-1,0,unknown,False
42,services,divorced,secondary,False,732,False,False,cellular,30,jul,109,3,-1,0,unknown,False
53,management,single,tertiary,False,0,False,False,cellular,30,jul,595,1,-1,0,unknown,False
49,technician,married,secondary,False,1712,True,False,cellular,30,jul,155,3,-1,0,unknown,False
52,management,divorced,tertiary,False,0,True,True,cellular,30,jul,278,3,-1,0,unknown,False
53,blue-collar,married,secondary,False,285,True,True,telephone,30,jul,242,4,-1,0,unknown,False
35,blue-collar,married,secondary,False,3188,True,False,cellular,30,jul,288,3,-1,0,unknown,False
60,retired,married,secondary,False,194,False,True,cellular,30,jul,61,5,-1,0,unknown,False
43,technician,single,secondary,False,34,False,False,telephone,30,jul,29,1,-1,0,unknown,False
41,services,divorced,secondary,False,97,False,False,cellular,30,jul,244,3,-1,0,unknown,False
53,retired,married,primary,False,0,False,False,cellular,30,jul,123,1,-1,0,unknown,False
37,management,single,tertiary,False,2173,False,False,cellular,30,jul,352,1,-1,0,unknown,False
56,management,divorced,tertiary,False,66,False,True,cellular,30,jul,72,4,-1,0,unknown,False
57,blue-collar,married,primary,False,133,False,True,cellular,30,jul,173,4,-1,0,unknown,False
44,self-employed,single,secondary,False,0,False,False,cellular,30,jul,187,3,-1,0,unknown,False
43,housemaid,married,primary,False,410,True,True,cellular,30,jul,50,2,-1,0,unknown,False
51,housemaid,married,primary,False,0,True,False,telephone,30,jul,191,3,-1,0,unknown,False
40,services,married,secondary,False,251,True,False,cellular,30,jul,153,6,-1,0,unknown,False
59,management,single,tertiary,False,1180,False,False,cellular,30,jul,22,3,-1,0,unknown,False
35,services,married,secondary,False,0,True,False,cellular,30,jul,251,3,-1,0,unknown,False
26,blue-collar,single,secondary,False,856,True,True,cellular,30,jul,95,5,-1,0,unknown,False
58,blue-collar,married,primary,False,128,True,False,telephone,30,jul,49,5,-1,0,unknown,False
55,management,married,tertiary,False,2366,True,True,cellular,30,jul,94,4,-1,0,unknown,False
55,unemployed,married,secondary,False,2489,False,False,cellular,30,jul,207,1,-1,0,unknown,False
53,unemployed,married,secondary,False,2248,True,False,cellular,30,jul,122,1,-1,0,unknown,False
42,services,married,unknown,False,1340,False,True,cellular,30,jul,88,5,-1,0,unknown,False
44,services,married,secondary,False,1326,False,False,cellular,30,jul,96,1,-1,0,unknown,False
40,self-employed,single,tertiary,False,819,False,False,cellular,30,jul,100,3,-1,0,unknown,False
46,unemployed,divorced,secondary,False,0,False,False,cellular,30,jul,638,3,-1,0,unknown,False
40,blue-collar,married,secondary,False,384,False,True,cellular,30,jul,142,3,-1,0,unknown,False
45,management,married,tertiary,False,1300,False,False,cellular,30,jul,135,3,-1,0,unknown,False
57,retired,divorced,secondary,False,39,True,False,cellular,30,jul,354,3,-1,0,unknown,False
48,blue-collar,married,secondary,False,305,False,False,telephone,30,jul,169,3,-1,0,unknown,False
46,technician,married,tertiary,False,16,False,False,cellular,30,jul,121,3,-1,0,unknown,False
48,admin.,married,tertiary,False,1015,False,True,telephone,30,jul,100,3,-1,0,unknown,False
36,blue-collar,married,secondary,False,0,True,False,cellular,30,jul,184,6,-1,0,unknown,False
30,self-employed,single,tertiary,False,166,False,False,cellular,30,jul,151,4,-1,0,unknown,False
31,blue-collar,married,secondary,False,29,False,False,cellular,30,jul,130,3,-1,0,unknown,False
47,management,married,tertiary,False,337,False,False,telephone,30,jul,300,5,-1,0,unknown,False
59,management,married,tertiary,False,123,True,False,cellular,30,jul,70,6,-1,0,unknown,False
29,blue-collar,married,secondary,False,1175,True,True,cellular,30,jul,141,4,-1,0,unknown,False
51,services,married,secondary,False,-437,False,True,cellular,30,jul,130,3,-1,0,unknown,False
53,management,divorced,tertiary,True,0,True,True,cellular,30,jul,75,5,-1,0,unknown,False
45,management,married,tertiary,False,81,False,True,cellular,30,jul,61,3,-1,0,unknown,False
58,technician,married,secondary,False,86,False,False,cellular,30,jul,95,3,-1,0,unknown,False
27,technician,single,secondary,False,489,True,False,cellular,30,jul,356,4,-1,0,unknown,True
34,admin.,married,primary,False,412,True,False,cellular,30,jul,134,2,-1,0,unknown,False
25,blue-collar,married,secondary,False,-288,False,True,cellular,30,jul,311,4,-1,0,unknown,False
49,admin.,divorced,secondary,False,769,False,False,cellular,30,jul,157,4,-1,0,unknown,False
27,housemaid,single,secondary,True,-319,False,True,cellular,30,jul,89,2,-1,0,unknown,False
46,management,married,tertiary,False,37,True,False,cellular,30,jul,239,4,-1,0,unknown,False
56,technician,divorced,unknown,False,1939,True,False,cellular,30,jul,121,3,-1,0,unknown,False
38,technician,single,unknown,False,1923,False,False,cellular,30,jul,331,4,-1,0,unknown,False
39,management,married,tertiary,False,346,False,False,cellular,30,jul,230,3,-1,0,unknown,False
48,self-employed,married,tertiary,False,0,False,False,cellular,30,jul,100,5,-1,0,unknown,False
27,services,divorced,secondary,False,397,False,True,cellular,30,jul,192,3,-1,0,unknown,False
34,technician,single,tertiary,False,184,True,False,cellular,30,jul,87,3,-1,0,unknown,False
44,services,married,secondary,False,972,True,False,cellular,30,jul,294,3,-1,0,unknown,False
40,management,single,tertiary,False,89,True,False,cellular,30,jul,96,6,-1,0,unknown,False
41,admin.,married,secondary,False,1705,False,False,cellular,30,jul,92,3,-1,0,unknown,False
30,management,single,tertiary,True,35,False,False,cellular,30,jul,185,4,-1,0,unknown,False
59,management,divorced,tertiary,False,0,False,False,telephone,30,jul,196,3,-1,0,unknown,False
51,housemaid,married,primary,False,1337,False,False,telephone,30,jul,74,6,-1,0,unknown,False
53,blue-collar,married,secondary,False,2047,False,False,telephone,30,jul,342,6,-1,0,unknown,False
52,management,married,secondary,False,0,False,False,cellular,30,jul,249,3,-1,0,unknown,False
54,technician,single,secondary,False,23,False,False,cellular,30,jul,93,4,-1,0,unknown,False
59,blue-collar,married,primary,False,-209,False,False,telephone,30,jul,215,3,-1,0,unknown,False
49,blue-collar,married,secondary,False,395,False,True,cellular,30,jul,188,3,-1,0,unknown,False
30,management,married,tertiary,False,160,True,False,cellular,30,jul,83,4,-1,0,unknown,False
39,blue-collar,married,secondary,False,8,False,False,cellular,30,jul,88,3,-1,0,unknown,False
35,unemployed,married,unknown,False,144,False,False,cellular,30,jul,187,3,-1,0,unknown,False
29,blue-collar,married,primary,False,630,True,False,cellular,30,jul,219,5,-1,0,unknown,False
44,self-employed,married,unknown,False,680,True,False,telephone,30,jul,84,4,-1,0,unknown,False
44,services,married,secondary,False,742,False,False,telephone,30,jul,77,5,-1,0,unknown,False
26,self-employed,single,tertiary,False,50,False,False,cellular,30,jul,160,4,-1,0,unknown,False
33,management,married,tertiary,False,89,True,False,cellular,30,jul,61,4,-1,0,unknown,False
40,management,single,secondary,False,900,True,False,cellular,30,jul,84,2,-1,0,unknown,False
33,unemployed,married,secondary,False,-144,False,False,cellular,30,jul,481,3,-1,0,unknown,True
41,blue-collar,married,primary,False,1500,True,False,cellular,31,jul,101,6,-1,0,unknown,False
30,admin.,single,secondary,False,394,True,True,cellular,31,jul,75,3,-1,0,unknown,False
34,admin.,married,secondary,False,244,True,False,cellular,31,jul,56,4,-1,0,unknown,False
57,blue-collar,divorced,secondary,False,644,False,True,cellular,31,jul,263,4,-1,0,unknown,False
27,services,single,secondary,False,0,True,False,cellular,31,jul,35,6,-1,0,unknown,False
44,management,single,tertiary,False,670,True,False,cellular,31,jul,435,6,-1,0,unknown,False
45,blue-collar,married,secondary,False,726,True,False,cellular,31,jul,175,6,-1,0,unknown,False
56,management,married,secondary,False,208,False,True,telephone,31,jul,84,6,-1,0,unknown,False
58,management,married,tertiary,False,0,False,False,cellular,31,jul,85,4,-1,0,unknown,False
34,management,married,tertiary,False,82,False,False,cellular,31,jul,134,5,-1,0,unknown,False
43,admin.,married,secondary,False,1996,False,True,cellular,31,jul,34,3,-1,0,unknown,False
41,technician,single,secondary,False,3023,False,False,cellular,31,jul,616,3,-1,0,unknown,False
46,admin.,married,secondary,False,526,False,True,cellular,31,jul,251,3,-1,0,unknown,False
44,services,married,secondary,False,0,False,False,cellular,31,jul,160,5,-1,0,unknown,False
43,admin.,married,secondary,False,352,False,True,cellular,31,jul,165,4,-1,0,unknown,False
27,technician,single,secondary,False,0,False,False,cellular,31,jul,13,3,-1,0,unknown,False
49,retired,divorced,secondary,False,224,False,True,cellular,31,jul,79,4,-1,0,unknown,False
53,retired,married,primary,False,118,False,False,telephone,31,jul,176,5,-1,0,unknown,False
35,technician,single,secondary,False,161,True,True,cellular,31,jul,175,4,-1,0,unknown,False
38,admin.,married,tertiary,False,1209,False,False,cellular,31,jul,98,5,-1,0,unknown,False
28,management,single,tertiary,False,1837,True,False,telephone,31,jul,49,3,-1,0,unknown,False
46,admin.,single,secondary,False,272,False,False,cellular,31,jul,149,4,-1,0,unknown,False
41,management,single,tertiary,False,0,False,False,cellular,31,jul,24,4,-1,0,unknown,False
34,technician,single,tertiary,False,-554,True,True,cellular,31,jul,68,3,-1,0,unknown,False
45,blue-collar,married,primary,False,-60,False,False,cellular,31,jul,110,4,-1,0,unknown,False
46,management,married,tertiary,False,1139,False,False,cellular,31,jul,466,4,-1,0,unknown,False
51,blue-collar,married,primary,False,63,True,True,cellular,31,jul,87,4,-1,0,unknown,False
45,admin.,married,secondary,False,194,False,False,cellular,31,jul,517,4,-1,0,unknown,False
23,housemaid,married,tertiary,False,1226,False,False,cellular,31,jul,350,4,-1,0,unknown,False
48,retired,married,primary,False,1591,False,False,cellular,31,jul,217,4,-1,0,unknown,False
35,blue-collar,divorced,primary,False,1792,True,False,cellular,31,jul,630,6,-1,0,unknown,True
50,unemployed,divorced,tertiary,False,64,False,False,cellular,31,jul,81,6,-1,0,unknown,False
37,management,married,unknown,True,62,True,False,cellular,31,jul,85,4,-1,0,unknown,False
35,services,married,secondary,False,1694,False,True,cellular,31,jul,55,6,-1,0,unknown,False
50,blue-collar,married,secondary,False,37,True,True,cellular,31,jul,28,2,-1,0,unknown,False
53,blue-collar,married,primary,False,880,False,False,cellular,31,jul,207,4,-1,0,unknown,False
37,entrepreneur,married,primary,False,62,False,False,cellular,31,jul,404,2,-1,0,unknown,False
39,services,divorced,secondary,False,42,False,False,cellular,31,jul,75,2,-1,0,unknown,False
56,technician,married,unknown,False,689,False,False,cellular,31,jul,232,2,-1,0,unknown,False
57,management,married,tertiary,False,179,False,False,cellular,31,jul,190,2,-1,0,unknown,False
52,blue-collar,single,secondary,False,-477,False,False,cellular,31,jul,37,4,-1,0,unknown,False
37,technician,married,secondary,False,703,False,False,cellular,31,jul,92,2,-1,0,unknown,False
31,admin.,married,secondary,False,377,False,False,cellular,31,jul,384,4,-1,0,unknown,False
50,technician,married,secondary,False,1518,False,True,cellular,31,jul,321,2,-1,0,unknown,False
47,blue-collar,married,secondary,False,1968,True,False,cellular,31,jul,394,2,-1,0,unknown,False
42,admin.,single,tertiary,False,634,False,False,cellular,31,jul,451,2,-1,0,unknown,False
53,entrepreneur,married,unknown,False,28,False,False,cellular,31,jul,117,2,-1,0,unknown,False
46,blue-collar,married,secondary,False,870,False,True,cellular,31,jul,87,2,-1,0,unknown,False
41,blue-collar,married,secondary,False,750,True,False,cellular,31,jul,207,2,-1,0,unknown,False
40,entrepreneur,divorced,tertiary,False,992,True,False,cellular,31,jul,196,2,-1,0,unknown,False
44,technician,divorced,primary,False,538,False,False,cellular,31,jul,196,2,-1,0,unknown,False
37,technician,married,secondary,False,1063,True,False,cellular,31,jul,413,2,-1,0,unknown,False
39,services,married,secondary,False,124,True,False,cellular,31,jul,81,5,-1,0,unknown,False
41,technician,married,secondary,False,799,False,False,cellular,31,jul,125,6,-1,0,unknown,False
55,housemaid,divorced,unknown,False,603,False,False,telephone,31,jul,91,2,-1,0,unknown,False
32,entrepreneur,single,primary,False,1770,False,True,cellular,31,jul,70,6,-1,0,unknown,False
48,blue-collar,married,secondary,False,-404,True,False,cellular,31,jul,130,3,-1,0,unknown,False
25,blue-collar,married,secondary,False,2307,True,False,cellular,31,jul,104,5,-1,0,unknown,False
45,self-employed,married,secondary,False,830,False,False,cellular,31,jul,468,2,-1,0,unknown,False
58,retired,married,secondary,False,53,False,False,cellular,31,jul,102,2,-1,0,unknown,False
37,blue-collar,married,primary,False,704,True,False,cellular,31,jul,183,2,-1,0,unknown,False
36,technician,married,tertiary,False,571,True,True,cellular,31,jul,46,3,-1,0,unknown,False
35,technician,married,tertiary,False,108,True,False,cellular,31,jul,65,3,-1,0,unknown,False
52,retired,divorced,primary,False,353,False,False,cellular,31,jul,395,4,-1,0,unknown,False
38,blue-collar,married,secondary,False,264,True,False,telephone,31,jul,15,2,-1,0,unknown,False
36,blue-collar,married,secondary,False,462,False,False,cellular,31,jul,474,2,-1,0,unknown,False
44,management,married,tertiary,False,0,True,False,cellular,31,jul,49,5,-1,0,unknown,False
48,self-employed,married,secondary,False,884,True,False,cellular,31,jul,118,2,-1,0,unknown,False
44,management,single,tertiary,False,617,False,False,telephone,31,jul,30,2,-1,0,unknown,False
42,management,divorced,tertiary,False,580,True,False,cellular,31,jul,216,2,-1,0,unknown,False
35,housemaid,divorced,secondary,False,39,False,False,cellular,31,jul,149,2,-1,0,unknown,False
36,blue-collar,married,secondary,False,723,True,False,cellular,31,jul,101,2,-1,0,unknown,False
42,admin.,divorced,secondary,False,490,False,False,cellular,31,jul,196,4,-1,0,unknown,False
39,services,married,secondary,True,-697,True,False,cellular,31,jul,423,2,-1,0,unknown,False
37,blue-collar,married,secondary,False,2924,False,False,cellular,31,jul,74,2,-1,0,unknown,False
41,management,married,unknown,False,944,False,False,cellular,31,jul,81,2,-1,0,unknown,False
46,self-employed,married,secondary,False,390,True,False,cellular,31,jul,208,2,-1,0,unknown,False
59,retired,married,primary,False,3079,False,False,telephone,31,jul,19,2,-1,0,unknown,False
48,management,married,unknown,False,970,False,False,cellular,31,jul,67,2,-1,0,unknown,False
35,services,single,secondary,False,1742,True,False,cellular,31,jul,39,2,-1,0,unknown,False
40,blue-collar,single,secondary,False,1953,False,False,telephone,31,jul,78,2,-1,0,unknown,False
38,admin.,married,tertiary,False,669,True,True,cellular,31,jul,129,2,-1,0,unknown,False
42,technician,married,tertiary,False,1079,False,False,cellular,31,jul,61,2,-1,0,unknown,False
51,unemployed,divorced,tertiary,False,0,False,False,cellular,31,jul,574,2,-1,0,unknown,True
46,technician,married,secondary,False,0,True,False,telephone,31,jul,181,2,-1,0,unknown,False
57,admin.,married,secondary,False,340,False,True,cellular,31,jul,167,2,-1,0,unknown,False
43,housemaid,single,primary,False,24,False,False,cellular,31,jul,35,2,-1,0,unknown,False
37,technician,single,secondary,False,884,True,True,cellular,31,jul,128,2,-1,0,unknown,False
35,blue-collar,married,secondary,False,86,False,False,cellular,31,jul,128,2,-1,0,unknown,False
36,admin.,married,secondary,False,3308,False,True,cellular,31,jul,119,2,-1,0,unknown,False
51,technician,married,unknown,False,-168,False,False,cellular,31,jul,56,3,-1,0,unknown,False
35,blue-collar,married,secondary,False,-518,True,False,cellular,31,jul,46,5,-1,0,unknown,False
37,blue-collar,married,unknown,False,557,False,False,cellular,31,jul,47,2,-1,0,unknown,False
48,services,divorced,secondary,False,105,False,False,cellular,31,jul,111,2,-1,0,unknown,False
55,blue-collar,married,primary,False,842,False,False,telephone,31,jul,144,2,-1,0,unknown,False
42,blue-collar,married,primary,False,260,True,False,telephone,31,jul,175,2,-1,0,unknown,False
58,retired,divorced,primary,False,2538,True,False,cellular,31,jul,307,6,-1,0,unknown,False
50,blue-collar,divorced,primary,False,2554,False,False,cellular,31,jul,51,2,-1,0,unknown,False
41,unemployed,single,primary,False,2171,False,False,telephone,31,jul,120,2,-1,0,unknown,False
43,services,divorced,secondary,False,0,False,False,cellular,31,jul,106,4,-1,0,unknown,False
32,services,married,secondary,False,0,False,False,cellular,31,jul,105,6,-1,0,unknown,False
49,management,single,primary,False,548,False,False,telephone,31,jul,115,6,-1,0,unknown,False
45,blue-collar,married,secondary,False,1239,False,False,telephone,31,jul,67,4,-1,0,unknown,False
35,admin.,divorced,secondary,False,-218,False,True,cellular,31,jul,123,4,-1,0,unknown,False
35,blue-collar,single,primary,False,-759,True,False,cellular,31,jul,142,2,-1,0,unknown,False
41,blue-collar,married,primary,False,0,False,False,cellular,31,jul,22,2,-1,0,unknown,False
40,technician,married,secondary,False,296,False,False,cellular,31,jul,253,2,-1,0,unknown,False
45,services,married,secondary,False,27,True,True,cellular,31,jul,43,2,-1,0,unknown,False
48,housemaid,married,secondary,False,1397,False,False,cellular,31,jul,66,2,-1,0,unknown,False
49,admin.,married,secondary,False,1629,False,False,cellular,31,jul,57,2,-1,0,unknown,False
46,management,single,secondary,False,1605,False,False,cellular,31,jul,126,6,-1,0,unknown,False
47,blue-collar,married,secondary,False,846,True,False,cellular,31,jul,437,2,-1,0,unknown,False
41,services,married,secondary,False,428,False,False,cellular,31,jul,38,2,-1,0,unknown,False
40,management,married,unknown,False,3165,True,False,telephone,31,jul,77,2,-1,0,unknown,False
49,technician,married,secondary,False,3144,False,False,cellular,31,jul,349,2,-1,0,unknown,False
43,blue-collar,married,primary,False,2105,True,False,cellular,31,jul,36,2,-1,0,unknown,False
42,services,single,secondary,False,247,True,False,cellular,31,jul,114,2,-1,0,unknown,False
52,technician,married,secondary,False,-1076,True,False,cellular,31,jul,58,2,-1,0,unknown,False
38,management,married,tertiary,False,590,False,False,cellular,31,jul,49,2,-1,0,unknown,False
46,services,married,secondary,False,-522,True,False,cellular,31,jul,61,2,-1,0,unknown,False
